aor,count,average_length_in_program,filename,fiscal_year
Total,86565,869.3302951539306,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Atlanta,2764,958.3379160636758,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,718,597.6267409470752,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,575,675.9530434782608,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1471,1244.7838205302514,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Baltimore,2652,721.1104826546003,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1643,582.4911746804626,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,108,740.0925925925926,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,901,971.6115427302997,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Boston,1494,492.5013386880857,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,726,381.0137741046832,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,622,536.016077170418,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,146,861.5,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Buffalo,436,1294.8876146788991,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,66,364.4848484848485,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,10,647.6,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,360,1483.4416666666666,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Chicago,6545,1006.9234530175706,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,2186,602.4377859103386,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1803,950.2573488630061,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2556,1392.8290297339593,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Dallas,977,709.7062436028659,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,627,546.250398724083,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,171,822.6783625730994,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,179,1174.3351955307262,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Denver,1420,1380.1485915492958,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,171,533.4619883040936,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,439,1029.1138952164008,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,810,1749.1456790123457,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Detroit,7757,952.3729534613897,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,481,654.7214137214137,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,4524,723.8700265251989,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2752,1380.031976744186,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
El Paso,1068,827.8960674157304,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,344,123.15406976744185,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,113,836.929203539823,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,611,1223.0032733224223,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Houston,2573,658.5390594636611,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1945,508.1357326478149,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,576,1056.6475694444443,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,52,1874.3846153846155,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Los Angeles,10290,934.7960155490767,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3604,618.0615982241953,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,827,922.515114873035,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5859,1131.3597883597884,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Miami,5485,451.2401093892434,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,4048,404.1326581027668,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1311,575.3760488176964,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,126,673.0555555555555,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
New Orleans,2748,718.3548034934498,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1499,565.628418945964,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,930,833.7462365591398,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,319,1099.6175548589342,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
New York,3639,710.5355866996427,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1593,450.4325172630257,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,429,621.048951048951,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1617,990.5194805194806,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Newark,6997,994.7135915392311,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1005,465.71343283582087,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,3812,855.7893494228751,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2180,1481.51376146789,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Philadelphia,2056,661.464980544747,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,356,464.5056179775281,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1293,670.2111368909513,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,407,805.958230958231,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Phoenix,1050,312.2038095238095,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,800,202.765,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,207,620.4541062801933,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,43,864.3720930232558,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Salt Lake City,2997,963.8615281948615,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,215,577.8558139534883,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,2222,923.7164716471647,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,560,1271.35,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
San Antonio,1582,505.74525916561316,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,588,311.01020408163265,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,300,763.0433333333333,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,694,559.5129682997118,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
San Diego,2659,902.4652124858969,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,713,550.7671809256663,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1112,831.1888489208633,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,834,1298.1726618705036,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
San Francisco,10584,1039.0635865457293,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3699,595.5052716950527,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1285,920.3361867704281,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5600,1359.2933928571429,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Seattle,3807,937.514841082217,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,854,539.8992974238876,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1361,809.4129316678913,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1592,1260.322864321608,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
St Paul,2207,1161.0289986406888,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,308,631.5876623376623,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,908,935.829295154185,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,991,1531.9162462159436,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Washington DC,2778,598.7491000719942,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1112,519.3192446043165,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1324,609.1797583081571,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,342,816.6315789473684,20210113002029-FY21-detentionstats.xlsx,ATD FY21 YTD
Total,86565,869.3302951539306,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Atlanta,2764,958.3379160636758,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,718,597.6267409470752,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,575,675.9530434782608,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1471,1244.7838205302514,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Baltimore,2652,721.1104826546003,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1643,582.4911746804626,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,108,740.0925925925926,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,901,971.6115427302997,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Boston,1494,492.5013386880857,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,726,381.0137741046832,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,622,536.016077170418,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,146,861.5,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Buffalo,436,1294.8876146788991,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,66,364.4848484848485,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,10,647.6,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,360,1483.4416666666666,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Chicago,6545,1006.9234530175706,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,2186,602.4377859103386,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1803,950.2573488630061,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2556,1392.8290297339593,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Dallas,977,709.7062436028659,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,627,546.250398724083,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,171,822.6783625730994,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,179,1174.3351955307262,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Denver,1420,1380.1485915492958,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,171,533.4619883040936,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,439,1029.1138952164008,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,810,1749.1456790123457,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Detroit,7757,952.3729534613897,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,481,654.7214137214137,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,4524,723.8700265251989,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2752,1380.031976744186,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
El Paso,1068,827.8960674157304,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,344,123.15406976744185,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,113,836.929203539823,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,611,1223.0032733224223,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Houston,2573,658.5390594636611,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1945,508.1357326478149,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,576,1056.6475694444443,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,52,1874.3846153846155,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Los Angeles,10290,934.7960155490767,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3604,618.0615982241953,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,827,922.515114873035,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5859,1131.3597883597884,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Miami,5485,451.2401093892434,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,4048,404.1326581027668,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1311,575.3760488176964,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,126,673.0555555555555,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
New Orleans,2748,718.3548034934498,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1499,565.628418945964,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,930,833.7462365591398,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,319,1099.6175548589342,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
New York,3639,710.5355866996427,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1593,450.4325172630257,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,429,621.048951048951,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1617,990.5194805194806,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Newark,6997,994.7135915392311,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1005,465.71343283582087,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,3812,855.7893494228751,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2180,1481.51376146789,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Philadelphia,2056,661.464980544747,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,356,464.5056179775281,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1293,670.2111368909513,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,407,805.958230958231,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Phoenix,1050,312.2038095238095,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,800,202.765,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,207,620.4541062801933,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,43,864.3720930232558,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Salt Lake City,2997,963.8615281948615,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,215,577.8558139534883,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,2222,923.7164716471647,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,560,1271.35,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
San Antonio,1582,505.74525916561316,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,588,311.01020408163265,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,300,763.0433333333333,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,694,559.5129682997118,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
San Diego,2659,902.4652124858969,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,713,550.7671809256663,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1112,831.1888489208633,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,834,1298.1726618705036,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
San Francisco,10584,1039.0635865457293,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3699,595.5052716950527,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1285,920.3361867704281,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5600,1359.2933928571429,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Seattle,3807,937.514841082217,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,854,539.8992974238876,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1361,809.4129316678913,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1592,1260.322864321608,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
St Paul,2207,1161.0289986406888,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,308,631.5876623376623,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,908,935.829295154185,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,991,1531.9162462159436,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Washington DC,2778,598.7491000719942,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1112,519.3192446043165,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1324,609.1797583081571,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,342,816.6315789473684,20210116004728-FY21-detentionstats.xlsx,ATD FY21 YTD
Total,87439,878.7249739818617,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Atlanta,2787,970.0764262648008,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,751,596.6737683089215,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,584,706.0462328767123,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1452,1269.400826446281,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Baltimore,2534,756.844909234412,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1516,617.1701846965699,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,118,742.3813559322034,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,900,994.0155555555556,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Boston,1511,509.92455327597617,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,708,390.92090395480227,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,659,555.9453717754172,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,144,884.4166666666666,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Buffalo,434,1308.389400921659,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,70,367.22857142857146,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,10,675.6,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,354,1512.370056497175,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Chicago,6520,1031.5716257668712,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,2112,624.609375,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1903,975.7766684182869,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2505,1417.0734530938123,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Dallas,1006,709.4840954274354,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,644,538.6754658385094,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,175,857.1828571428572,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,187,1159.5026737967914,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Denver,1417,1395.028228652082,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,167,530.4491017964071,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,451,1045.8492239467848,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,799,1772.8310387984982,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Detroit,7744,973.7232696280992,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,460,677.9434782608696,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,4591,748.6105423654977,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2693,1408.0163386557742,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
El Paso,1076,840.9098513011153,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,347,126.87608069164266,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,112,865.5892857142857,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,617,1238.001620745543,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Houston,2685,653.885288640596,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,2061,506.2760795730228,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,577,1085.2807625649914,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,47,1830.6382978723404,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Los Angeles,10240,953.4224609375,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3601,631.1016384337684,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,832,939.5889423076923,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5807,1155.2800068882384,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Miami,5901,440.28029147602103,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,4365,389.6863688430699,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1418,573.0465444287729,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,118,716.3813559322034,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
New Orleans,2884,707.75693481276,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1597,540.7939887288667,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,966,847.0952380952381,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,321,1119.0934579439252,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
New York,3647,730.1883740060324,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1592,461.55527638190955,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,445,644.1011235955057,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1610,1019.6124223602485,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Newark,6966,1013.165805340224,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1057,470.85903500473034,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,3792,892.5988924050633,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,2117,1499.8960793575816,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Philadelphia,2067,680.3473633284954,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,355,474.88732394366195,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1302,689.3463901689709,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,410,829.6682926829268,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Phoenix,1156,289.4273356401384,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,920,192.6717391304348,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,211,646.8056872037914,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,25,833.76,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Salt Lake City,3008,966.4178856382979,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,275,634.8690909090909,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,2218,939.4373309287647,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,515,1259.6582524271844,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
San Antonio,1696,490.9369103773585,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,644,278.7826086956522,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,320,781.240625,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,732,550.6775956284152,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
San Diego,2719,907.090842221405,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,721,550.3564493758669,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1177,837.5607476635514,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,821,1320.05359317905,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
San Francisco,10530,1061.9770180436847,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,3696,649.248106060606,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1277,895.2678151918559,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,5557,1374.795753104193,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Seattle,3860,950.3023316062176,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,875,572.904,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1401,804.5132048536759,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,1584,1287.7228535353536,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
St Paul,2218,1174.3174030658251,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,315,606.2444444444444,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,916,956.5775109170306,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,987,1557.694022289767,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Washington DC,2833,611.506883162725,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
GPS,1080,524.9361111111111,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
SmartLINK,1450,635.9103448275862,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
TR,303,803.2937293729373,20210211010540-FY21-detentionstats.xlsx,ATD FY21 YTD
Total,88308,880.3950831181772,20210305071417-FY21_detention-stats.xlsx,ATD FY21 YTD
Atlanta,2809,971.3378426486294,20210305071417-FY21_detention-stats.xlsx,ATD FY21 YTD
GPS,776,593.7654639175257,20210305071417-FY21_detention-stats.xlsx,ATD FY21 YTD
SmartLINK,587,709.793867120954,20210305071417-FY21_detention-stats.xlsx,ATD FY21 YTD
