aor,count,average_length_in_program,filename,fiscal_year
SmartLINK,3133,404.09,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,244,1958.98,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,3,386,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Detroit,9022,912.57,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,65,714.15,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,7933,759.15,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,1019,2122.64,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,5,293.4,20221214073216-FY22-detentionStats.xlsx,ATD FY22
El Paso,19639,130.94,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,273,319.03,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12934,137.18,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,541,1140.1,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,5891,15.86,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Harlingen,58376,90,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,1097,274.63,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,45001,102.84,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,145,247.1,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,12133,23.8,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Houston,3559,262.14,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,481,384.49,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,3057,238.25,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,17,1123.24,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,4,141.5,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Los Angeles,17018,539.43,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,766,430.05,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12325,301.16,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,3490,1464.14,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,437,66.42,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Miami,14606,342.66,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,995,333.56,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,13504,340.74,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,100,708.04,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,7,121,20221214073216-FY22-detentionStats.xlsx,ATD FY22
New Orleans,4198,551.78,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,129,347.94,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,3889,526.99,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,157,1407.17,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,23,48,20221214073216-FY22-detentionStats.xlsx,ATD FY22
New York,10989,356.43,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,383,447.1,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,10276,309.99,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,323,1725.23,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,7,414.14,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Newark,15813,743.53,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,240,475.95,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,13838,579.04,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,1717,2105.73,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,18,828.56,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Philadelphia,7472,377.67,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,32,300,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,7336,364.01,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,101,1366.6,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,3,1317.33,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Phoenix,23619,106.39,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,1542,213.31,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,18767,109,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,3310,41.8,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Salt Lake City,8954,473.16,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,93,268.27,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,8492,443.63,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,348,1271.91,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,21,84.29,20221214073216-FY22-detentionStats.xlsx,ATD FY22
San Antonio,47692,120.07,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,477,292.22,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,32849,126.7,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,2274,366.1,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,12092,49.01,20221214073216-FY22-detentionStats.xlsx,ATD FY22
San Diego,12938,206.95,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,243,826.44,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,10142,188.3,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,280,1794.47,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,2273,28.35,20221214073216-FY22-detentionStats.xlsx,ATD FY22
San Francisco,17448,897.02,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,824,552.88,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12053,556.88,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,4533,1860.96,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,38,1257.42,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Seattle,6133,718.65,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,151,302.04,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,5297,580.99,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,661,1914.12,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,24,795.46,20221214073216-FY22-detentionStats.xlsx,ATD FY22
St Paul,2796,1079.44,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,116,666.22,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,2109,816.87,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,540,2157.77,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,31,1705.42,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Washington DC,5401,481.36,20221214073216-FY22-detentionStats.xlsx,ATD FY22
GPS,309,564.33,20221214073216-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,5043,468.67,20221214073216-FY22-detentionStats.xlsx,ATD FY22
TR,41,1346.51,20221214073216-FY22-detentionStats.xlsx,ATD FY22
No Tech,8,843.88,20221214073216-FY22-detentionStats.xlsx,ATD FY22
Total,322701,348.01,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Atlanta,4856,542.01,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,353,475.2,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,4031,415.28,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,471,1677.76,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,1,34,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Baltimore,3323,624.29,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,124,332.8,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,2954,565.77,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,243,1489.33,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,2,35.5,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Boston,8735,253.44,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,252,182.89,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,8430,255.42,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,13,933.31,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,40,58.93,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Buffalo,713,817.28,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,4,624,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,247,194.04,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,462,1152.15,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Chicago,13580,666.15,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,264,514.19,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,11508,477.56,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,1803,1893.12,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,5,304.4,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Dallas,2422,487.46,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,92,337.78,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,2306,485.22,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,21,1452.05,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,3,47,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Denver,3399,515.71,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,19,407.16,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,3133,404.09,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,244,1958.98,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,3,386,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Detroit,9022,912.57,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,65,714.15,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,7933,759.15,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,1019,2122.64,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,5,293.4,20221223073723-FY22-detentionStats.xlsx,ATD FY22
El Paso,19639,130.94,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,273,319.03,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12934,137.18,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,541,1140.1,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,5891,15.86,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Harlingen,58376,90,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,1097,274.63,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,45001,102.84,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,145,247.1,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,12133,23.8,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Houston,3559,262.14,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,481,384.49,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,3057,238.25,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,17,1123.24,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,4,141.5,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Los Angeles,17018,539.43,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,766,430.05,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12325,301.16,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,3490,1464.14,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,437,66.42,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Miami,14606,342.66,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,995,333.56,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,13504,340.74,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,100,708.04,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,7,121,20221223073723-FY22-detentionStats.xlsx,ATD FY22
New Orleans,4198,551.78,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,129,347.94,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,3889,526.99,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,157,1407.17,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,23,48,20221223073723-FY22-detentionStats.xlsx,ATD FY22
New York,10989,356.43,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,383,447.1,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,10276,309.99,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,323,1725.23,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,7,414.14,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Newark,15813,743.53,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,240,475.95,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,13838,579.04,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,1717,2105.73,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,18,828.56,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Philadelphia,7472,377.67,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,32,300,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,7336,364.01,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,101,1366.6,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,3,1317.33,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Phoenix,23619,106.39,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,1542,213.31,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,18767,109,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,3310,41.8,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Salt Lake City,8954,473.16,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,93,268.27,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,8492,443.63,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,348,1271.91,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,21,84.29,20221223073723-FY22-detentionStats.xlsx,ATD FY22
San Antonio,47692,120.07,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,477,292.22,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,32849,126.7,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,2274,366.1,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,12092,49.01,20221223073723-FY22-detentionStats.xlsx,ATD FY22
San Diego,12938,206.95,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,243,826.44,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,10142,188.3,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,280,1794.47,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,2273,28.35,20221223073723-FY22-detentionStats.xlsx,ATD FY22
San Francisco,17448,897.02,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,824,552.88,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,12053,556.88,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,4533,1860.96,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,38,1257.42,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Seattle,6133,718.65,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,151,302.04,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,5297,580.99,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,661,1914.12,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,24,795.46,20221223073723-FY22-detentionStats.xlsx,ATD FY22
St Paul,2796,1079.44,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,116,666.22,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,2109,816.87,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,540,2157.77,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,31,1705.42,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Washington DC,5401,481.36,20221223073723-FY22-detentionStats.xlsx,ATD FY22
GPS,309,564.33,20221223073723-FY22-detentionStats.xlsx,ATD FY22
SmartLINK,5043,468.67,20221223073723-FY22-detentionStats.xlsx,ATD FY22
TR,41,1346.51,20221223073723-FY22-detentionStats.xlsx,ATD FY22
No Tech,8,843.88,20221223073723-FY22-detentionStats.xlsx,ATD FY22
Total,376031,325.93,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Atlanta,4970,589.65,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,309,538.47,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,4226,470.65,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,435,1782.11,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Baltimore,3619,621.28,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,94,381.22,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,3313,567.9,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,211,1569.01,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,1,68,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Boston,9307,299.84,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,158,280.73,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,9131,299.85,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,9,781.67,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,9,145.33,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Buffalo,724,780.31,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,6,505.17,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,329,190.17,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,388,1286.94,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Chicago,14185,646.66,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,233,542.48,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,12474,490.28,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,1463,2002.42,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,15,78.27,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Dallas,2181,574.24,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,73,371.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,2081,577.71,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,14,1605.71,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,13,47.23,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Denver,3429,494.71,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,33,290.91,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,3253,425.55,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,140,2155.73,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,3,214,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Detroit,9489,905.75,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,73,753.34,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,8511,766.32,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,905,2229.36,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
El Paso,29435,114,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,178,351.93,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,14827,145.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,466,1218.95,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,13964,40.91,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Harlingen,76345,101.3,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,470,335.72,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,58386,114.71,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,29,344.03,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,17460,49.76,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Houston,3330,269.99,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,357,477.6,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,2961,244.65,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,4,894.75,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,8,74.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Los Angeles,16274,500.95,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,477,526.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,13211,295.66,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,2572,1552.57,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,14,168.29,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Miami,14252,372.65,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,785,386,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,13423,369.96,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,40,1039.08,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,4,124.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
New Orleans,4696,565.25,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,130,378.18,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,4423,542.72,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,133,1530.14,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,10,130.1,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
New York,11450,404.88,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,334,512.4,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,10845,368.58,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,257,1807.7,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,14,202.64,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Newark,16137,749.16,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,198,520.7,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,14440,603.97,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,1483,2192.79,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,16,802,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Philadelphia,8860,399.66,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,31,349.97,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,8760,391.54,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,66,1454.95,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,3,1408.33,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Phoenix,28369,110.18,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,843,304.71,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,21560,121.68,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,5966,41.14,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Salt Lake City,11057,446.81,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,77,325.03,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,10659,424.16,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,309,1270.53,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,12,136.58,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
San Antonio,60159,118.78,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,262,343,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,41080,137.1,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,1347,448.96,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,17470,46.89,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
San Diego,13537,215.88,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,192,860.91,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,10362,206.52,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,204,1964.89,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,2779,77.81,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
San Francisco,19345,843.13,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,723,566.53,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,14461,543.04,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,4127,1939.22,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,34,1316.06,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
Seattle,6774,684.46,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,110,263.86,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,6114,573.05,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,538,2031.02,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,12,934.75,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
St Paul,3084,1008.68,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
GPS,86,737.14,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
SmartLINK,2502,777.08,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
TR,472,2253.5,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
No Tech,24,1645.38,20230110163952-FY23_detentionStats01092023.xlsx,ATD FY23 YTD
